HeartRate,Rhythm,PRInterval,QRS,Axis,STSegment,TWave,QTc,PWave,Class
67,VF,0.29,0.1,49,0.52,Tall,396,Enlarged/Biphasic,Critical
92,VF,0.29,0.15,117,1.08,Mild Inverted,362,Enlarged/Biphasic,Critical
63,AFib,0.18,0.16,0,1.68,Biphasic,415,Normal,Critical
105,AFib,0.15,0.15,115,-0.91,Flat,349,Absent/Flutter,Critical
56,VF,0.27,0.15,8,-1.05,Normal,348,Normal,Critical
103,VF,0.28,0.09,-32,0.84,Mild Inverted,427,Normal,Critical
92,AFib,0.2,0.13,69,0.19,Tall,431,Enlarged/Biphasic,Critical
116,VF,0.2,0.11,-103,-0.89,Normal,360,Enlarged/Biphasic,Critical
123,Irregular,0.16,0.09,45,-0.43,Flat,451,Absent/Flutter,Critical
52,AFib,0.24,0.08,-64,1.01,Tall,367,Absent/Flutter,Critical
88,Regular,0.2,0.13,-44,0.06,Mild Inverted,363,Absent/Flutter,Critical
43,AFib,0.14,0.13,-95,-0.34,Normal,343,Normal,Critical
45,PACs/PVCs,0.3,0.09,14,-0.23,Biphasic,440,Normal,Critical
115,PACs/PVCs,0.16,0.1,86,0.39,Tall,404,Absent/Flutter,Critical
82,VF,0.11,0.09,-41,1.03,Biphasic,445,Absent/Flutter,Critical
113,Regular,0.17,0.15,109,1.28,Tall,438,Enlarged/Biphasic,Critical
112,Irregular,0.17,0.12,-30,1.37,Normal,422,Absent/Flutter,Critical
97,Regular,0.18,0.15,138,1.33,Tall,495,Normal,Critical
69,Irregular,0.25,0.15,148,-0.53,Tall,480,Normal,Critical
85,AFib,0.26,0.09,-17,-1.55,Tall,398,Absent/Flutter,Critical
115,Regular,0.13,0.14,-11,-0.57,Tall,413,Normal,Critical
52,VF,0.28,0.14,29,1.88,Mild Inverted,480,Normal,Critical
107,Irregular,0.22,0.15,129,-0.84,Biphasic,460,Normal,Critical
53,Irregular,0.22,0.11,82,-0.21,Normal,431,Absent/Flutter,Critical
127,PACs/PVCs,0.24,0.14,-105,1.53,Flat,353,Normal,Critical
48,Regular,0.12,0.08,-26,-1.04,Tall,395,Normal,Critical
98,PACs/PVCs,0.2,0.11,88,0.79,Deep Inverted,352,Normal,Critical
123,AFib,0.22,0.12,121,1.92,Mild Inverted,435,Absent/Flutter,Critical
90,Irregular,0.3,0.13,93,0.82,Flat,383,Normal,Critical
89,Irregular,0.22,0.11,147,1.35,Tall,429,Normal,Critical
67,PACs/PVCs,0.2,0.13,-29,0.6,Tall,367,Enlarged/Biphasic,Critical
62,PACs/PVCs,0.2,0.11,-12,0.3,Biphasic,437,Normal,Risky
122,VF,0.22,0.1,140,1.7,Deep Inverted,353,Absent/Flutter,Critical
128,VF,0.12,0.16,94,-0.71,Biphasic,411,Normal,Critical
47,VF,0.11,0.15,26,-0.17,Deep Inverted,456,Enlarged/Biphasic,Critical
125,VF,0.22,0.11,58,-1.73,Mild Inverted,426,Absent/Flutter,Critical
103,PACs/PVCs,0.28,0.09,-77,-0.51,Mild Inverted,381,Normal,Critical
116,Regular,0.25,0.09,21,0.38,Biphasic,375,Normal,Critical
50,Irregular,0.23,0.15,80,-1.44,Normal,453,Enlarged/Biphasic,Critical
65,PACs/PVCs,0.24,0.13,51,-0.61,Flat,460,Absent/Flutter,Critical
106,VF,0.12,0.15,-113,0.42,Deep Inverted,394,Enlarged/Biphasic,Critical
99,Regular,0.21,0.14,-52,-1.12,Normal,426,Normal,Critical
86,AFib,0.16,0.16,-81,-0.13,Mild Inverted,487,Absent/Flutter,Critical
87,PACs/PVCs,0.26,0.15,-45,0.94,Tall,472,Enlarged/Biphasic,Critical
57,Regular,0.25,0.1,94,-0.24,Biphasic,476,Absent/Flutter,Critical
73,Regular,0.28,0.11,-9,-0.59,Normal,474,Normal,Critical
52,Irregular,0.28,0.11,29,-1.75,Deep Inverted,495,Enlarged/Biphasic,Critical
74,Regular,0.27,0.13,-109,1.42,Deep Inverted,463,Normal,Critical
114,Regular,0.12,0.1,-118,-0.67,Mild Inverted,436,Absent/Flutter,Critical
114,Irregular,0.13,0.14,-38,-0.98,Normal,485,Absent/Flutter,Critical
124,AFib,0.11,0.1,-1,1.1,Flat,349,Normal,Critical
48,Regular,0.25,0.15,83,-0.41,Flat,470,Absent/Flutter,Critical
106,VF,0.21,0.1,-1,1.99,Biphasic,432,Normal,Critical
115,Regular,0.19,0.15,104,-0.15,Mild Inverted,341,Normal,Critical
118,VF,0.17,0.1,20,1.18,Normal,431,Enlarged/Biphasic,Critical
51,Irregular,0.18,0.13,-103,0.72,Biphasic,472,Enlarged/Biphasic,Critical
56,PACs/PVCs,0.29,0.1,-74,0.1,Flat,371,Absent/Flutter,Critical
113,Irregular,0.21,0.13,37,-1.18,Tall,415,Enlarged/Biphasic,Critical
100,Regular,0.2,0.12,-26,-0.83,Flat,462,Normal,Risky
73,Irregular,0.21,0.11,-103,0.96,Tall,344,Absent/Flutter,Critical
90,Regular,0.21,0.13,109,1.18,Tall,359,Enlarged/Biphasic,Critical
117,AFib,0.18,0.08,87,-1.59,Flat,440,Enlarged/Biphasic,Critical
100,Irregular,0.27,0.15,-85,-0.13,Normal,350,Enlarged/Biphasic,Critical
65,Irregular,0.28,0.11,-89,0.81,Tall,406,Normal,Critical
48,AFib,0.21,0.09,133,0.67,Normal,499,Absent/Flutter,Critical
118,AFib,0.21,0.09,-53,0.64,Mild Inverted,496,Enlarged/Biphasic,Critical
71,PACs/PVCs,0.22,0.1,30,-0.23,Mild Inverted,465,Absent/Flutter,Critical
48,VF,0.18,0.1,-110,0.77,Mild Inverted,441,Enlarged/Biphasic,Critical
115,AFib,0.24,0.13,-3,-1.88,Tall,463,Normal,Critical
73,PACs/PVCs,0.12,0.16,96,-0.49,Mild Inverted,465,Normal,Critical
95,Regular,0.15,0.09,-5,-1.22,Deep Inverted,461,Enlarged/Biphasic,Critical
59,Irregular,0.26,0.09,129,-0.66,Biphasic,365,Enlarged/Biphasic,Critical
68,Regular,0.19,0.12,88,-1.08,Mild Inverted,451,Normal,Critical
53,AFib,0.12,0.15,16,0.11,Tall,353,Absent/Flutter,Critical
85,AFib,0.18,0.09,29,1.24,Normal,442,Absent/Flutter,Critical
56,PACs/PVCs,0.13,0.16,-31,0.64,Mild Inverted,450,Normal,Critical
111,Irregular,0.15,0.15,3,1.41,Tall,371,Absent/Flutter,Critical
64,AFib,0.25,0.08,-91,1.4,Deep Inverted,449,Normal,Critical
84,AFib,0.28,0.09,-17,-1.36,Mild Inverted,428,Absent/Flutter,Critical
105,VF,0.22,0.11,51,-0.31,Deep Inverted,455,Absent/Flutter,Critical
91,PACs/PVCs,0.28,0.14,-68,-0.45,Deep Inverted,437,Enlarged/Biphasic,Critical
77,VF,0.23,0.11,-55,1.5,Deep Inverted,459,Absent/Flutter,Critical
102,VF,0.21,0.12,138,0.3,Deep Inverted,497,Enlarged/Biphasic,Critical
43,AFib,0.19,0.1,21,-1.72,Flat,429,Normal,Critical
107,AFib,0.22,0.16,39,-0.43,Tall,413,Enlarged/Biphasic,Critical
96,VF,0.12,0.11,133,0.23,Mild Inverted,381,Enlarged/Biphasic,Critical
80,Irregular,0.22,0.11,21,0.41,Normal,385,Absent/Flutter,Critical
121,AFib,0.29,0.12,5,1.16,Biphasic,496,Enlarged/Biphasic,Critical
112,Regular,0.21,0.13,-62,0.14,Tall,383,Normal,Critical
68,AFib,0.24,0.12,-112,-0.95,Normal,356,Absent/Flutter,Critical
78,PACs/PVCs,0.25,0.13,32,1.44,Normal,388,Enlarged/Biphasic,Critical
97,Regular,0.16,0.11,-102,-0.41,Deep Inverted,438,Normal,Critical
40,Irregular,0.11,0.11,3,0.3,Tall,354,Enlarged/Biphasic,Critical
111,Irregular,0.28,0.1,100,0.67,Biphasic,420,Enlarged/Biphasic,Critical
115,PACs/PVCs,0.3,0.1,82,1.01,Mild Inverted,439,Absent/Flutter,Critical
63,Irregular,0.25,0.11,-117,-0.29,Tall,472,Enlarged/Biphasic,Critical
126,PACs/PVCs,0.18,0.11,-73,-0.67,Mild Inverted,391,Normal,Critical
80,AFib,0.2,0.15,-102,0.77,Tall,363,Enlarged/Biphasic,Critical
110,AFib,0.11,0.12,-18,1.44,Mild Inverted,481,Enlarged/Biphasic,Critical
98,AFib,0.16,0.13,73,-1.69,Tall,360,Enlarged/Biphasic,Critical
107,Regular,0.15,0.15,47,-1.82,Biphasic,400,Enlarged/Biphasic,Critical
103,AFib,0.22,0.14,-82,-0.7,Normal,397,Normal,Risky
92,PACs/PVCs,0.28,0.08,101,1.45,Flat,454,Normal,Critical
110,VF,0.24,0.15,46,0.54,Biphasic,448,Absent/Flutter,Critical
93,AFib,0.19,0.09,141,0.91,Deep Inverted,473,Normal,Critical
100,AFib,0.25,0.13,-105,-1.43,Tall,367,Normal,Critical
40,PACs/PVCs,0.26,0.09,-106,-1.66,Biphasic,475,Enlarged/Biphasic,Critical
126,VF,0.26,0.14,21,1.01,Normal,466,Normal,Critical
62,Irregular,0.25,0.13,-76,-1.52,Biphasic,481,Normal,Critical
53,PACs/PVCs,0.26,0.11,-18,0.25,Deep Inverted,391,Normal,Critical
85,VF,0.21,0.08,-92,-1.85,Tall,438,Absent/Flutter,Critical
84,Regular,0.25,0.08,-32,0.97,Biphasic,357,Normal,Critical
50,AFib,0.23,0.14,-21,-0.81,Biphasic,367,Normal,Risky
102,Irregular,0.25,0.1,138,1.76,Normal,490,Absent/Flutter,Critical
79,Regular,0.29,0.1,2,1.85,Deep Inverted,425,Absent/Flutter,Critical
95,Regular,0.11,0.14,-62,0.29,Tall,479,Absent/Flutter,Critical
126,AFib,0.15,0.11,-68,-1.43,Flat,418,Absent/Flutter,Critical
43,Irregular,0.19,0.09,-59,-1.19,Normal,424,Normal,Critical
83,Regular,0.14,0.15,-111,-0.64,Mild Inverted,387,Absent/Flutter,Critical
62,AFib,0.3,0.15,41,-1.7,Normal,388,Enlarged/Biphasic,Critical
126,PACs/PVCs,0.13,0.13,-33,1.23,Tall,499,Enlarged/Biphasic,Critical
90,Irregular,0.23,0.11,-47,0.59,Biphasic,482,Enlarged/Biphasic,Critical
83,Regular,0.3,0.12,93,-0.14,Normal,383,Normal,Critical
83,Regular,0.18,0.14,149,1.79,Flat,365,Enlarged/Biphasic,Critical
112,VF,0.28,0.13,-110,0.93,Mild Inverted,432,Enlarged/Biphasic,Critical
51,AFib,0.27,0.14,2,-1.44,Biphasic,448,Normal,Critical
118,Regular,0.26,0.15,-76,-1.33,Biphasic,498,Enlarged/Biphasic,Critical
117,Irregular,0.18,0.13,0,1.84,Normal,465,Absent/Flutter,Critical
53,AFib,0.2,0.11,-61,1.98,Biphasic,385,Enlarged/Biphasic,Critical
86,Regular,0.15,0.08,73,1.89,Tall,457,Normal,Critical
66,Regular,0.28,0.14,14,-0.45,Flat,427,Enlarged/Biphasic,Critical
71,Irregular,0.21,0.11,-49,0.37,Deep Inverted,412,Normal,Critical
89,AFib,0.11,0.1,-34,-1.02,Tall,453,Absent/Flutter,Critical
67,AFib,0.18,0.09,-73,-0.52,Deep Inverted,366,Enlarged/Biphasic,Critical
99,Irregular,0.22,0.12,31,-1.15,Biphasic,359,Absent/Flutter,Critical
116,VF,0.21,0.1,-109,0.99,Biphasic,353,Enlarged/Biphasic,Critical
70,AFib,0.1,0.14,116,-0.09,Biphasic,397,Enlarged/Biphasic,Critical
102,AFib,0.12,0.08,43,-0.21,Tall,370,Absent/Flutter,Critical
124,VF,0.12,0.14,142,1.46,Tall,484,Enlarged/Biphasic,Critical
67,AFib,0.11,0.09,1,-0.97,Tall,438,Absent/Flutter,Critical
58,VF,0.26,0.14,-18,0.15,Biphasic,491,Normal,Critical
40,AFib,0.1,0.1,-17,-0.74,Biphasic,340,Enlarged/Biphasic,Critical
88,Regular,0.2,0.15,41,-1.75,Flat,379,Normal,Critical
95,PACs/PVCs,0.25,0.16,-85,-1.04,Mild Inverted,475,Normal,Critical
84,VF,0.29,0.11,56,1.52,Flat,374,Normal,Critical
101,PACs/PVCs,0.29,0.1,81,-0.96,Normal,450,Absent/Flutter,Critical
85,AFib,0.18,0.11,15,-1.39,Deep Inverted,352,Absent/Flutter,Critical
76,Irregular,0.24,0.11,-75,1.84,Flat,340,Normal,Critical
107,VF,0.19,0.09,-22,1.15,Deep Inverted,399,Normal,Critical
88,Regular,0.23,0.1,-14,1.7,Mild Inverted,494,Enlarged/Biphasic,Critical
42,VF,0.26,0.12,13,1.64,Deep Inverted,430,Absent/Flutter,Critical
106,VF,0.26,0.15,132,1.44,Deep Inverted,478,Normal,Critical
43,VF,0.24,0.12,-40,-0.65,Biphasic,413,Enlarged/Biphasic,Critical
54,VF,0.16,0.09,4,0.16,Normal,364,Absent/Flutter,Critical
62,VF,0.19,0.11,12,-0.83,Biphasic,433,Enlarged/Biphasic,Risky
60,Irregular,0.28,0.15,-30,0.56,Deep Inverted,434,Enlarged/Biphasic,Critical
93,VF,0.27,0.09,55,-1.06,Deep Inverted,375,Enlarged/Biphasic,Critical
81,VF,0.11,0.16,133,-0.57,Biphasic,472,Absent/Flutter,Critical
111,Regular,0.18,0.14,104,-0.08,Biphasic,415,Absent/Flutter,Critical
120,VF,0.28,0.11,4,-0.06,Mild Inverted,402,Absent/Flutter,Critical
129,PACs/PVCs,0.25,0.15,149,-0.37,Biphasic,428,Absent/Flutter,Critical
97,PACs/PVCs,0.15,0.15,-63,0.37,Deep Inverted,419,Normal,Critical
110,AFib,0.11,0.09,-19,0.98,Flat,354,Enlarged/Biphasic,Critical
57,PACs/PVCs,0.17,0.16,81,0.16,Deep Inverted,364,Absent/Flutter,Critical
46,VF,0.2,0.16,6,-0.62,Mild Inverted,395,Normal,Critical
76,AFib,0.24,0.09,-24,-1.76,Normal,387,Absent/Flutter,Critical
79,Regular,0.23,0.1,-25,1.95,Normal,497,Absent/Flutter,Critical
53,AFib,0.21,0.13,68,1.99,Biphasic,480,Enlarged/Biphasic,Critical
86,VF,0.11,0.13,-4,1.81,Normal,453,Normal,Critical
40,Regular,0.23,0.12,19,-0.51,Flat,432,Normal,Critical
66,AFib,0.18,0.15,39,-0.96,Biphasic,397,Enlarged/Biphasic,Critical
67,PACs/PVCs,0.16,0.09,-21,1.04,Mild Inverted,369,Enlarged/Biphasic,Critical
76,Regular,0.15,0.16,-71,-0.24,Biphasic,412,Normal,Critical
77,PACs/PVCs,0.18,0.12,-84,0.72,Flat,436,Enlarged/Biphasic,Risky
41,PACs/PVCs,0.19,0.15,19,1.54,Tall,383,Normal,Critical
89,VF,0.13,0.11,149,1.02,Tall,436,Enlarged/Biphasic,Critical
128,Regular,0.21,0.1,34,-0.22,Biphasic,484,Absent/Flutter,Critical
85,AFib,0.16,0.09,-20,-0.13,Biphasic,412,Absent/Flutter,Critical
109,PACs/PVCs,0.17,0.09,99,0.76,Tall,489,Enlarged/Biphasic,Critical
73,VF,0.2,0.15,29,0.3,Flat,352,Normal,Critical
78,VF,0.14,0.1,79,-0.45,Normal,464,Absent/Flutter,Critical
127,Regular,0.19,0.11,144,-0.12,Flat,359,Enlarged/Biphasic,Critical
93,AFib,0.1,0.11,56,0.3,Tall,355,Enlarged/Biphasic,Critical
104,Regular,0.15,0.13,-61,-1.08,Deep Inverted,418,Enlarged/Biphasic,Critical
74,VF,0.15,0.11,87,0.5,Biphasic,488,Absent/Flutter,Critical
114,VF,0.26,0.13,-9,-1.81,Tall,423,Enlarged/Biphasic,Critical
76,AFib,0.2,0.13,88,-1.91,Normal,375,Enlarged/Biphasic,Critical
115,AFib,0.14,0.15,-92,0.54,Normal,422,Normal,Critical
120,PACs/PVCs,0.26,0.15,14,-1.6,Biphasic,434,Normal,Critical
92,Irregular,0.19,0.09,63,1.81,Flat,478,Absent/Flutter,Critical
47,Regular,0.26,0.12,85,1.11,Tall,374,Normal,Critical
91,Irregular,0.2,0.1,-24,-0.05,Mild Inverted,341,Absent/Flutter,Critical
83,VF,0.19,0.1,-37,-1.57,Mild Inverted,430,Normal,Critical
80,PACs/PVCs,0.24,0.09,147,-1.93,Normal,364,Absent/Flutter,Critical
82,Regular,0.23,0.16,54,-0.32,Mild Inverted,472,Absent/Flutter,Critical
120,AFib,0.11,0.14,51,-1.2,Tall,364,Normal,Critical
123,Irregular,0.22,0.12,137,-0.5,Flat,408,Normal,Critical
104,AFib,0.11,0.09,-109,-0.34,Mild Inverted,456,Absent/Flutter,Critical
52,VF,0.14,0.14,115,0.27,Flat,386,Enlarged/Biphasic,Risky
66,VF,0.21,0.08,-99,0.12,Normal,453,Normal,Critical
94,AFib,0.26,0.1,23,-1.49,Mild Inverted,424,Enlarged/Biphasic,Critical
46,Irregular,0.14,0.15,50,-0.9,Normal,439,Enlarged/Biphasic,Critical
84,Irregular,0.28,0.13,98,-0.8,Biphasic,351,Normal,Critical
114,AFib,0.21,0.12,-91,-1.73,Normal,345,Enlarged/Biphasic,Critical
40,VF,0.11,0.11,40,-0.31,Tall,391,Enlarged/Biphasic,Critical
77,Regular,0.28,0.14,-51,0.57,Normal,463,Enlarged/Biphasic,Critical
86,AFib,0.25,0.14,145,1.31,Tall,458,Normal,Critical
89,Regular,0.29,0.14,142,0.94,Tall,435,Normal,Critical
126,Irregular,0.2,0.15,-27,-0.63,Deep Inverted,390,Absent/Flutter,Critical
95,PACs/PVCs,0.19,0.14,69,0.08,Tall,465,Enlarged/Biphasic,Critical
122,AFib,0.18,0.13,-77,0.86,Deep Inverted,400,Normal,Critical
49,PACs/PVCs,0.26,0.13,-20,0.88,Biphasic,483,Absent/Flutter,Critical
42,Irregular,0.14,0.15,75,0.81,Flat,362,Normal,Critical
72,VF,0.11,0.13,13,-1.3,Deep Inverted,464,Normal,Critical
113,AFib,0.1,0.1,2,-0.08,Mild Inverted,451,Normal,Critical
94,Irregular,0.13,0.13,-90,0.66,Deep Inverted,471,Normal,Critical
124,VF,0.25,0.09,-100,-0.01,Tall,495,Absent/Flutter,Critical
125,VF,0.27,0.16,92,-1.83,Tall,358,Absent/Flutter,Critical
65,AFib,0.18,0.12,-31,-1.02,Normal,471,Absent/Flutter,Critical
79,AFib,0.11,0.14,6,-0.0,Tall,479,Enlarged/Biphasic,Critical
83,VF,0.23,0.12,94,0.08,Mild Inverted,385,Normal,Risky
126,AFib,0.28,0.08,-72,1.18,Normal,497,Normal,Critical
119,Regular,0.2,0.1,-119,-0.54,Flat,391,Enlarged/Biphasic,Critical
129,Regular,0.17,0.16,97,-1.24,Mild Inverted,371,Normal,Critical
118,AFib,0.27,0.12,129,0.69,Mild Inverted,365,Normal,Critical
92,VF,0.16,0.09,-56,1.42,Mild Inverted,432,Enlarged/Biphasic,Critical
100,Regular,0.22,0.12,149,-1.2,Normal,369,Enlarged/Biphasic,Critical
75,Irregular,0.12,0.12,142,1.6,Mild Inverted,473,Enlarged/Biphasic,Critical
119,Regular,0.17,0.16,-107,-0.8,Tall,374,Absent/Flutter,Critical
78,PACs/PVCs,0.18,0.15,-111,0.56,Biphasic,395,Enlarged/Biphasic,Critical
63,Irregular,0.24,0.15,-117,1.05,Tall,372,Normal,Critical
127,AFib,0.22,0.13,-91,1.34,Tall,411,Absent/Flutter,Critical
89,PACs/PVCs,0.11,0.09,-34,0.5,Deep Inverted,428,Enlarged/Biphasic,Critical
94,PACs/PVCs,0.25,0.14,-16,-1.48,Mild Inverted,340,Normal,Critical
53,AFib,0.17,0.14,-26,0.9,Biphasic,454,Absent/Flutter,Critical
78,PACs/PVCs,0.26,0.15,-109,0.53,Normal,453,Normal,Critical
92,VF,0.13,0.09,84,-0.95,Deep Inverted,476,Normal,Critical
47,Irregular,0.16,0.09,98,1.19,Flat,457,Absent/Flutter,Critical
109,AFib,0.19,0.1,27,-0.54,Flat,406,Absent/Flutter,Critical
126,AFib,0.14,0.12,-18,-0.41,Mild Inverted,372,Absent/Flutter,Critical
123,VF,0.25,0.15,-31,-1.39,Normal,386,Absent/Flutter,Critical
40,VF,0.29,0.1,-99,-1.98,Deep Inverted,363,Absent/Flutter,Critical
58,VF,0.11,0.15,-61,0.12,Flat,490,Normal,Critical
127,VF,0.23,0.11,117,1.69,Biphasic,412,Enlarged/Biphasic,Critical
129,PACs/PVCs,0.2,0.16,-87,0.2,Normal,354,Absent/Flutter,Critical
58,Irregular,0.18,0.13,11,1.74,Flat,452,Normal,Critical
64,VF,0.29,0.16,43,1.1,Deep Inverted,439,Enlarged/Biphasic,Critical
79,Regular,0.24,0.1,74,-1.37,Deep Inverted,496,Absent/Flutter,Critical
94,AFib,0.22,0.11,-82,-0.71,Deep Inverted,357,Absent/Flutter,Critical
82,VF,0.18,0.1,122,-1.13,Biphasic,483,Enlarged/Biphasic,Critical
92,Regular,0.11,0.14,-94,-0.34,Flat,373,Absent/Flutter,Critical
94,Regular,0.16,0.1,-93,-0.45,Deep Inverted,416,Normal,Critical
124,Irregular,0.2,0.12,-94,-1.48,Tall,482,Absent/Flutter,Critical
79,PACs/PVCs,0.3,0.16,139,-0.23,Mild Inverted,358,Normal,Critical
126,PACs/PVCs,0.17,0.12,35,1.55,Biphasic,357,Normal,Critical
71,VF,0.29,0.09,110,-0.52,Biphasic,493,Enlarged/Biphasic,Critical
84,VF,0.27,0.12,2,-0.12,Flat,477,Enlarged/Biphasic,Critical
55,Regular,0.26,0.16,121,-0.48,Normal,346,Normal,Critical
109,Regular,0.29,0.15,-108,-0.17,Flat,413,Enlarged/Biphasic,Critical
83,PACs/PVCs,0.26,0.11,-86,-1.16,Normal,375,Absent/Flutter,Critical
111,AFib,0.15,0.12,4,-0.22,Normal,406,Normal,Critical
61,Regular,0.15,0.11,-116,-1.43,Tall,447,Absent/Flutter,Critical
69,AFib,0.18,0.08,-94,0.52,Tall,436,Absent/Flutter,Critical
117,Regular,0.11,0.11,-103,0.1,Deep Inverted,491,Enlarged/Biphasic,Critical
63,VF,0.25,0.1,-102,-0.37,Mild Inverted,365,Absent/Flutter,Critical
100,AFib,0.13,0.11,-18,-0.17,Flat,366,Enlarged/Biphasic,Risky
96,Regular,0.11,0.1,91,1.02,Flat,487,Normal,Critical
57,AFib,0.21,0.15,43,-0.66,Mild Inverted,343,Enlarged/Biphasic,Critical
102,VF,0.27,0.1,-67,0.48,Tall,398,Absent/Flutter,Critical
74,PACs/PVCs,0.19,0.15,-99,1.68,Tall,461,Normal,Critical
70,Regular,0.11,0.11,-30,-1.44,Normal,383,Enlarged/Biphasic,Critical
107,Regular,0.26,0.16,68,-1.56,Tall,357,Normal,Critical
47,AFib,0.11,0.1,82,1.72,Biphasic,410,Enlarged/Biphasic,Critical
105,Irregular,0.16,0.15,39,-1.29,Mild Inverted,468,Absent/Flutter,Critical
69,Irregular,0.18,0.14,57,-0.95,Deep Inverted,481,Enlarged/Biphasic,Critical
108,Irregular,0.26,0.13,-102,1.77,Flat,408,Absent/Flutter,Critical
76,VF,0.26,0.15,49,1.49,Mild Inverted,426,Enlarged/Biphasic,Critical
124,Regular,0.11,0.09,65,1.49,Tall,423,Enlarged/Biphasic,Critical
57,Irregular,0.2,0.15,-26,-0.8,Mild Inverted,473,Normal,Critical
79,VF,0.11,0.15,-106,0.75,Biphasic,438,Normal,Critical
100,AFib,0.29,0.09,-77,0.42,Deep Inverted,367,Absent/Flutter,Critical
77,PACs/PVCs,0.15,0.12,46,1.74,Biphasic,370,Enlarged/Biphasic,Critical
56,AFib,0.22,0.13,-22,1.88,Flat,496,Normal,Critical
92,Regular,0.28,0.1,32,0.85,Flat,363,Absent/Flutter,Critical
78,PACs/PVCs,0.29,0.15,-108,1.3,Biphasic,471,Enlarged/Biphasic,Critical
94,Regular,0.13,0.08,-18,-1.11,Normal,473,Normal,Critical
93,AFib,0.24,0.12,146,-0.22,Deep Inverted,401,Absent/Flutter,Critical
55,Irregular,0.19,0.1,7,1.32,Deep Inverted,429,Absent/Flutter,Critical
127,VF,0.12,0.15,-112,-1.85,Normal,452,Enlarged/Biphasic,Critical
120,PACs/PVCs,0.22,0.09,-53,-1.69,Deep Inverted,378,Normal,Critical
79,VF,0.27,0.14,106,-1.33,Normal,430,Normal,Critical
47,PACs/PVCs,0.16,0.1,-107,0.4,Tall,373,Absent/Flutter,Critical
50,PACs/PVCs,0.1,0.08,-40,1.09,Mild Inverted,387,Enlarged/Biphasic,Critical
85,Irregular,0.16,0.1,-51,-1.83,Deep Inverted,476,Absent/Flutter,Critical
98,PACs/PVCs,0.15,0.1,11,-0.96,Biphasic,371,Absent/Flutter,Critical
93,VF,0.29,0.13,145,0.85,Flat,349,Enlarged/Biphasic,Critical
82,Regular,0.18,0.14,73,-1.64,Mild Inverted,496,Enlarged/Biphasic,Critical
93,Regular,0.13,0.13,-59,-1.9,Normal,446,Absent/Flutter,Critical
47,Regular,0.14,0.08,83,-0.98,Tall,468,Absent/Flutter,Critical
129,AFib,0.22,0.14,-25,-0.9,Mild Inverted,374,Normal,Critical
91,PACs/PVCs,0.11,0.14,-12,-1.56,Biphasic,355,Absent/Flutter,Critical
89,PACs/PVCs,0.11,0.08,-41,-0.91,Mild Inverted,393,Enlarged/Biphasic,Critical
43,PACs/PVCs,0.29,0.15,-88,-1.55,Tall,361,Normal,Critical
114,PACs/PVCs,0.11,0.16,-4,1.31,Tall,353,Enlarged/Biphasic,Critical
51,Regular,0.16,0.11,-120,0.38,Flat,493,Normal,Critical
129,Regular,0.26,0.11,-57,-0.91,Tall,417,Absent/Flutter,Critical
69,Regular,0.16,0.11,-70,-1.38,Tall,393,Normal,Critical
70,AFib,0.27,0.13,-94,-1.25,Tall,395,Absent/Flutter,Critical
75,AFib,0.17,0.12,129,0.3,Normal,437,Absent/Flutter,Critical
67,Irregular,0.12,0.08,107,0.3,Normal,402,Absent/Flutter,Critical
115,Irregular,0.29,0.14,79,-1.31,Tall,401,Enlarged/Biphasic,Critical
90,VF,0.2,0.13,-59,0.14,Flat,415,Enlarged/Biphasic,Risky
74,AFib,0.2,0.08,-116,-1.7,Deep Inverted,400,Normal,Critical
108,VF,0.18,0.09,5,-0.63,Tall,348,Normal,Critical
124,PACs/PVCs,0.27,0.09,-42,-0.08,Mild Inverted,489,Enlarged/Biphasic,Critical
57,AFib,0.22,0.15,33,0.34,Tall,351,Absent/Flutter,Critical
45,Regular,0.19,0.15,94,-1.03,Normal,451,Absent/Flutter,Critical
113,PACs/PVCs,0.23,0.13,-90,-0.92,Biphasic,362,Absent/Flutter,Critical
62,PACs/PVCs,0.18,0.1,-6,0.15,Biphasic,372,Absent/Flutter,Critical
72,VF,0.16,0.13,107,-1.87,Tall,414,Enlarged/Biphasic,Critical
78,AFib,0.28,0.1,-88,1.28,Tall,456,Enlarged/Biphasic,Critical
62,VF,0.24,0.14,40,-1.6,Tall,458,Absent/Flutter,Critical
76,VF,0.27,0.09,0,-1.87,Biphasic,360,Absent/Flutter,Critical
87,PACs/PVCs,0.28,0.1,-60,-1.35,Tall,364,Absent/Flutter,Critical
110,PACs/PVCs,0.15,0.11,129,0.49,Deep Inverted,464,Normal,Critical
125,AFib,0.28,0.13,-104,-1.41,Mild Inverted,395,Absent/Flutter,Critical
108,Regular,0.12,0.09,-46,-1.68,Deep Inverted,488,Absent/Flutter,Critical
82,Irregular,0.11,0.12,106,1.83,Normal,488,Normal,Critical
105,Regular,0.28,0.1,26,0.38,Tall,477,Normal,Critical
104,Irregular,0.26,0.15,28,0.87,Mild Inverted,368,Enlarged/Biphasic,Critical
74,Irregular,0.27,0.16,27,-1.33,Flat,476,Normal,Critical
107,Regular,0.16,0.1,58,0.98,Deep Inverted,398,Normal,Critical
50,AFib,0.14,0.15,109,-1.74,Mild Inverted,470,Normal,Critical
123,Regular,0.18,0.13,123,-0.0,Mild Inverted,440,Absent/Flutter,Critical
